Time (s),AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Sampling Rate
8.9656250000e+001,4.1784614258e+003,4.1994873047e+003,4.1805126953e+003,4.1687177734e+003,4.3158974609e+003,4.1820512695e+003,4.2692309570e+003,4.2835898438e+003,4.1851284180e+003,4.3400000000e+003,4.1779487305e+003,4.1594873047e+003,4.3153847656e+003,4.1769228516e+003,
8.9664062500e+001,4.1794873047e+003,4.2015385742e+003,4.1800000000e+003,4.1712822266e+003,4.3205126953e+003,4.1825639648e+003,4.2630771484e+003,4.2871796875e+003,4.1851284180e+003,4.3605126953e+003,4.1764101563e+003,4.1635898438e+003,4.3138461914e+003,4.1753847656e+003,
8.9671875000e+001,4.1784614258e+003,4.2025639648e+003,4.1779487305e+003,4.1758974609e+003,4.3282050781e+003,4.1825639648e+003,4.2692309570e+003,4.2666665039e+003,4.1851284180e+003,4.3523076172e+003,4.1774360352e+003,4.1641025391e+003,4.3107690430e+003,4.1753847656e+003,
8.9679687500e+001,4.1769228516e+003,4.2035898438e+003,4.1774360352e+003,4.1723076172e+003,4.3312822266e+003,4.1825639648e+003,4.2794873047e+003,4.2702563477e+003,4.1851284180e+003,4.3528203125e+003,4.1753847656e+003,4.1630771484e+003,4.3112822266e+003,4.1764101563e+003,
8.9687500000e+001,4.1789741211e+003,4.2005126953e+003,4.1825639648e+003,4.1697436523e+003,4.3138461914e+003,4.1825639648e+003,4.2697436523e+003,4.2810258789e+003,4.1851284180e+003,4.3630771484e+003,4.1728203125e+003,4.1656411133e+003,4.3015385742e+003,4.1774360352e+003,
8.9695312500e+001,4.1784614258e+003,4.2025639648e+003,4.1810258789e+003,4.1743588867e+003,4.3046152344e+003,4.1820512695e+003,4.2656411133e+003,4.2687177734e+003,4.1851284180e+003,4.3466665039e+003,4.1738461914e+003,4.1635898438e+003,4.2958974609e+003,4.1738461914e+003,
8.9703125000e+001,4.1779487305e+003,4.2123076172e+003,4.1794873047e+003,4.1753847656e+003,4.3046152344e+003,4.1830771484e+003,4.2784614258e+003,4.2702563477e+003,4.1851284180e+003,4.3282050781e+003,4.1764101563e+003,4.1620512695e+003,4.3056411133e+003,4.1738461914e+003,
8.9710937500e+001,4.1784614258e+003,4.2102563477e+003,4.1794873047e+003,4.1712822266e+003,4.3138461914e+003,4.1841025391e+003,4.2835898438e+003,4.2984614258e+003,4.1851284180e+003,4.3348715820e+003,4.1764101563e+003,4.1646152344e+003,4.3092309570e+003,4.1758974609e+003,
8.9718750000e+001,4.1779487305e+003,4.2000000000e+003,4.1815385742e+003,4.1707690430e+003,4.3348715820e+003,4.1841025391e+003,4.2733334961e+003,4.2948715820e+003,4.1851284180e+003,4.3487177734e+003,4.1743588867e+003,4.1615385742e+003,4.3030771484e+003,4.1743588867e+003,
8.9726562500e+001,4.1794873047e+003,4.2005126953e+003,4.1846152344e+003,4.1738461914e+003,4.3323076172e+003,4.1841025391e+003,4.2666665039e+003,4.2789741211e+003,4.1851284180e+003,4.3471796875e+003,4.1764101563e+003,4.1605126953e+003,4.3071796875e+003,4.1764101563e+003,
8.9734375000e+001,4.1774360352e+003,4.2051284180e+003,4.1815385742e+003,4.1738461914e+003,4.3112822266e+003,4.1841025391e+003,4.2789741211e+003,4.2902563477e+003,4.1851284180e+003,4.3430771484e+003,4.1794873047e+003,4.1630771484e+003,4.3194873047e+003,4.1758974609e+003,
8.9742187500e+001,4.1789741211e+003,4.2010258789e+003,4.1789741211e+003,4.1733334961e+003,4.3000000000e+003,4.1841025391e+003,4.2851284180e+003,4.2825639648e+003,4.1851284180e+003,4.3410258789e+003,4.1779487305e+003,4.1656411133e+003,4.3200000000e+003,4.1738461914e+003,
8.9750000000e+001,4.1805126953e+003,4.1979487305e+003,4.1815385742e+003,4.1707690430e+003,4.3041025391e+003,4.1830771484e+003,4.2835898438e+003,4.2717949219e+003,4.1851284180e+003,4.3420512695e+003,4.1758974609e+003,4.1646152344e+003,4.3102563477e+003,4.1753847656e+003,
8.9757812500e+001,4.1779487305e+003,4.2000000000e+003,4.1820512695e+003,4.1687177734e+003,4.3117949219e+003,4.1820512695e+003,4.2825639648e+003,4.2907690430e+003,4.1851284180e+003,4.3558974609e+003,4.1789741211e+003,4.1625639648e+003,4.3092309570e+003,4.1753847656e+003,
8.9765625000e+001,4.1815385742e+003,4.2000000000e+003,4.1830771484e+003,4.1723076172e+003,4.3164101563e+003,4.1825639648e+003,4.2702563477e+003,4.2938461914e+003,4.1851284180e+003,4.3497436523e+003,4.1805126953e+003,4.1646152344e+003,4.3102563477e+003,4.1764101563e+003,
8.9773437500e+001,4.1851284180e+003,4.2005126953e+003,4.1825639648e+003,4.1748715820e+003,4.3179487305e+003,4.1825639648e+003,4.2707690430e+003,4.2820512695e+003,4.1851284180e+003,4.3174360352e+003,4.1717949219e+003,4.1656411133e+003,4.3041025391e+003,4.1774360352e+003,
8.9781250000e+001,4.1820512695e+003,4.2010258789e+003,4.1825639648e+003,4.1733334961e+003,4.3200000000e+003,4.1820512695e+003,4.2897436523e+003,4.2882050781e+003,4.1866665039e+003,4.3035898438e+003,4.1692309570e+003,4.1635898438e+003,4.3030771484e+003,4.1774360352e+003,
8.9789062500e+001,4.1779487305e+003,4.2010258789e+003,4.1830771484e+003,4.1728203125e+003,4.3292309570e+003,4.1830771484e+003,4.2958974609e+003,4.3000000000e+003,4.1871796875e+003,4.3241025391e+003,4.1789741211e+003,4.1641025391e+003,4.3164101563e+003,4.1784614258e+003,
8.9796875000e+001,4.1774360352e+003,4.2005126953e+003,4.1815385742e+003,4.1723076172e+003,4.3292309570e+003,4.1846152344e+003,4.2912822266e+003,4.3025639648e+003,4.1856411133e+003,4.3538461914e+003,4.1789741211e+003,4.1646152344e+003,4.3292309570e+003,4.1769228516e+003,
8.9804687500e+001,4.1805126953e+003,4.2010258789e+003,4.1810258789e+003,4.1717949219e+003,4.3189741211e+003,4.1846152344e+003,4.2882050781e+003,4.2964101563e+003,4.1851284180e+003,4.3723076172e+003,4.1743588867e+003,4.1656411133e+003,4.3271796875e+003,4.1748715820e+003,
8.9812500000e+001,4.1774360352e+003,4.2010258789e+003,4.1815385742e+003,4.1748715820e+003,4.3194873047e+003,4.1841025391e+003,4.2882050781e+003,4.2912822266e+003,4.1846152344e+003,4.3666665039e+003,4.1764101563e+003,4.1630771484e+003,4.3235898438e+003,4.1733334961e+003,
8.9820312500e+001,4.1794873047e+003,4.1994873047e+003,4.1825639648e+003,4.1774360352e+003,4.3184614258e+003,4.1846152344e+003,4.2876923828e+003,4.2825639648e+003,4.1846152344e+003,4.3302563477e+003,4.1764101563e+003,4.1620512695e+003,4.3174360352e+003,4.1753847656e+003,
8.9828125000e+001,4.1835898438e+003,4.1989741211e+003,4.1794873047e+003,4.1712822266e+003,4.3194873047e+003,4.1846152344e+003,4.2805126953e+003,4.2712822266e+003,4.1861538086e+003,4.3246152344e+003,4.1748715820e+003,4.1651284180e+003,4.3082050781e+003,4.1784614258e+003,
8.9835937500e+001,4.1815385742e+003,4.2010258789e+003,4.1769228516e+003,4.1661538086e+003,4.3379487305e+003,4.1841025391e+003,4.2835898438e+003,4.2882050781e+003,4.1871796875e+003,4.3558974609e+003,4.1764101563e+003,4.1646152344e+003,4.3117949219e+003,4.1753847656e+003,
8.9843750000e+001,4.1789741211e+003,4.2020512695e+003,4.1810258789e+003,4.1738461914e+003,4.3507690430e+003,4.1846152344e+003,4.3056411133e+003,4.3148715820e+003,4.1851284180e+003,4.3461538086e+003,4.1758974609e+003,4.1641025391e+003,4.3225639648e+003,4.1748715820e+003,
8.9851562500e+001,4.1758974609e+003,4.2025639648e+003,4.1794873047e+003,4.1800000000e+003,4.3364101563e+003,4.1846152344e+003,4.3143588867e+003,4.3066665039e+003,4.1841025391e+003,4.3174360352e+003,4.1748715820e+003,4.1641025391e+003,4.3230771484e+003,4.1758974609e+003,
8.9859375000e+001,4.1769228516e+003,4.2030771484e+003,4.1794873047e+003,4.1753847656e+003,4.3169228516e+003,4.1841025391e+003,4.3000000000e+003,4.2774360352e+003,4.1851284180e+003,4.3282050781e+003,4.1774360352e+003,4.1656411133e+003,4.3102563477e+003,4.1769228516e+003,
8.9867187500e+001,4.1784614258e+003,4.2000000000e+003,4.1846152344e+003,4.1697436523e+003,4.3158974609e+003,4.1846152344e+003,4.2933334961e+003,4.2805126953e+003,4.1851284180e+003,4.3441025391e+003,4.1743588867e+003,4.1625639648e+003,4.3051284180e+003,4.1758974609e+003,
8.9875000000e+001,4.1784614258e+003,4.1984614258e+003,4.1846152344e+003,4.1682050781e+003,4.3261538086e+003,4.1846152344e+003,4.2923076172e+003,4.2938461914e+003,4.1846152344e+003,4.3220512695e+003,4.1738461914e+003,4.1641025391e+003,4.3107690430e+003,4.1733334961e+003,
8.9882812500e+001,4.1820512695e+003,4.1989741211e+003,4.1835898438e+003,4.1738461914e+003,4.3256411133e+003,4.1830771484e+003,4.2805126953e+003,4.2856411133e+003,4.1851284180e+003,4.3025639648e+003,4.1810258789e+003,4.1717949219e+003,4.3128203125e+003,4.1758974609e+003,
8.9890625000e+001,4.1794873047e+003,4.2000000000e+003,4.1846152344e+003,4.1764101563e+003,4.3194873047e+003,4.1830771484e+003,4.2794873047e+003,4.2861538086e+003,4.1851284180e+003,4.3225639648e+003,4.1789741211e+003,4.1676923828e+003,4.3112822266e+003,4.1753847656e+003,
8.9898437500e+001,4.1805126953e+003,4.2020512695e+003,4.1897436523e+003,4.1743588867e+003,4.3271796875e+003,4.1846152344e+003,4.2923076172e+003,4.3056411133e+003,4.1851284180e+003,4.3338461914e+003,4.1794873047e+003,4.1676923828e+003,4.3164101563e+003,4.1753847656e+003,
8.9906250000e+001,4.1800000000e+003,4.2035898438e+003,4.1830771484e+003,4.1743588867e+003,4.3630771484e+003,4.1851284180e+003,4.3128203125e+003,4.3174360352e+003,4.1851284180e+003,4.3471796875e+003,4.1846152344e+003,4.1707690430e+003,4.3297436523e+003,4.1774360352e+003,
8.9914062500e+001,4.1769228516e+003,4.2056411133e+003,4.1784614258e+003,4.1764101563e+003,4.3784614258e+003,4.1856411133e+003,4.3215385742e+003,4.3030771484e+003,4.1861538086e+003,4.3764101563e+003,4.1815385742e+003,4.1671796875e+003,4.3333334961e+003,4.1764101563e+003,
8.9921875000e+001,4.1825639648e+003,4.2082050781e+003,4.1856411133e+003,4.1784614258e+003,4.3441025391e+003,4.1856411133e+003,4.3102563477e+003,4.2994873047e+003,4.1866665039e+003,4.3692309570e+003,4.1815385742e+003,4.1682050781e+003,4.3266665039e+003,4.1779487305e+003,
8.9929687500e+001,4.1794873047e+003,4.2066665039e+003,4.1825639648e+003,4.1743588867e+003,4.3312822266e+003,4.1856411133e+003,4.3143588867e+003,4.3230771484e+003,4.1851284180e+003,4.3548715820e+003,4.1861538086e+003,4.1676923828e+003,4.3292309570e+003,4.1764101563e+003,
8.9937500000e+001,4.1784614258e+003,4.2020512695e+003,4.1856411133e+003,4.1728203125e+003,4.3323076172e+003,4.1851284180e+003,4.3051284180e+003,4.3061538086e+003,4.1841025391e+003,4.3425639648e+003,4.1830771484e+003,4.1676923828e+003,4.3230771484e+003,4.1748715820e+003,
8.9945312500e+001,4.1800000000e+003,4.2000000000e+003,4.1871796875e+003,4.1702563477e+003,4.3153847656e+003,4.1856411133e+003,4.2835898438e+003,4.2687177734e+003,4.1846152344e+003,4.3225639648e+003,4.1733334961e+003,4.1687177734e+003,4.3112822266e+003,4.1753847656e+003,
8.9953125000e+001,4.1758974609e+003,4.1979487305e+003,4.1825639648e+003,4.1687177734e+003,4.3020512695e+003,4.1861538086e+003,4.2789741211e+003,4.2743588867e+003,4.1861538086e+003,4.3056411133e+003,4.1753847656e+003,4.1687177734e+003,4.3051284180e+003,4.1774360352e+003,
8.9960937500e+001,4.1794873047e+003,4.2046152344e+003,4.1866665039e+003,4.1712822266e+003,4.2856411133e+003,4.1846152344e+003,4.2717949219e+003,4.2902563477e+003,4.1861538086e+003,4.2948715820e+003,4.1820512695e+003,4.1671796875e+003,4.2948715820e+003,4.1779487305e+003,
8.9968750000e+001,4.1753847656e+003,4.2153847656e+003,4.1830771484e+003,4.1692309570e+003,4.2717949219e+003,4.1861538086e+003,4.2569228516e+003,4.2815385742e+003,4.1851284180e+003,4.3102563477e+003,4.1769228516e+003,4.1656411133e+003,4.2917949219e+003,4.1676923828e+003,
8.9976562500e+001,4.1779487305e+003,4.2102563477e+003,4.1841025391e+003,4.1692309570e+003,4.2528203125e+003,4.1871796875e+003,4.2276923828e+003,4.2589741211e+003,4.1841025391e+003,4.3153847656e+003,4.1758974609e+003,4.1697436523e+003,4.2779487305e+003,4.1702563477e+003,
8.9984375000e+001,4.1774360352e+003,4.1994873047e+003,4.1851284180e+003,4.1676923828e+003,4.2410258789e+003,4.1805126953e+003,4.2056411133e+003,4.2564101563e+003,4.1846152344e+003,4.2964101563e+003,4.1743588867e+003,4.1635898438e+003,4.2574360352e+003,4.1733334961e+003,
8.9992187500e+001,4.1738461914e+003,4.1994873047e+003,4.1841025391e+003,4.1682050781e+003,4.2235898438e+003,4.1784614258e+003,4.1882050781e+003,4.2584614258e+003,4.1861538086e+003,4.2600000000e+003,4.1723076172e+003,4.1635898438e+003,4.2410258789e+003,4.1671796875e+003,
9.0000000000e+001,4.1810258789e+003,4.2010258789e+003,4.1876923828e+003,4.1702563477e+003,4.2015385742e+003,4.1800000000e+003,4.1815385742e+003,4.2364101563e+003,4.1861538086e+003,4.2456411133e+003,4.1779487305e+003,4.1717949219e+003,4.2358974609e+003,4.1707690430e+003,
9.0007812500e+001,4.1743588867e+003,4.2000000000e+003,4.1784614258e+003,4.1682050781e+003,4.2061538086e+003,4.1733334961e+003,4.1969228516e+003,4.2261538086e+003,4.1851284180e+003,4.2728203125e+003,4.1779487305e+003,4.1635898438e+003,4.2410258789e+003,4.1702563477e+003,
9.0015625000e+001,4.1769228516e+003,4.1989741211e+003,4.1779487305e+003,4.1707690430e+003,4.1912822266e+003,4.1723076172e+003,4.1800000000e+003,4.2143588867e+003,4.1846152344e+003,4.2656411133e+003,4.1697436523e+003,4.1646152344e+003,4.2230771484e+003,4.1702563477e+003,
9.0023437500e+001,4.1830771484e+003,4.1994873047e+003,4.1825639648e+003,4.1707690430e+003,4.1897436523e+003,4.1753847656e+003,4.1764101563e+003,4.2164101563e+003,4.1866665039e+003,4.2569228516e+003,4.1682050781e+003,4.1697436523e+003,4.2184614258e+003,4.1702563477e+003,
9.0031250000e+001,4.1774360352e+003,4.2015385742e+003,4.1774360352e+003,4.1682050781e+003,4.2025639648e+003,4.1717949219e+003,4.2046152344e+003,4.2400000000e+003,4.1871796875e+003,4.2743588867e+003,4.1758974609e+003,4.1635898438e+003,4.2394873047e+003,4.1707690430e+003,
9.0039062500e+001,4.1774360352e+003,4.2000000000e+003,4.1794873047e+003,4.1697436523e+003,4.1815385742e+003,4.1687177734e+003,4.1907690430e+003,4.2282050781e+003,4.1866665039e+003,4.2635898438e+003,4.1789741211e+003,4.1625639648e+003,4.2323076172e+003,4.1753847656e+003,
9.0046875000e+001,4.1774360352e+003,4.1984614258e+003,4.1800000000e+003,4.1717949219e+003,4.1882050781e+003,4.1697436523e+003,4.1687177734e+003,4.2164101563e+003,4.1866665039e+003,4.2502563477e+003,4.1748715820e+003,4.1641025391e+003,4.2189741211e+003,4.1717949219e+003,
9.0054687500e+001,4.1774360352e+003,4.2025639648e+003,4.1800000000e+003,4.1707690430e+003,4.2220512695e+003,4.1764101563e+003,4.1871796875e+003,4.2466665039e+003,4.1866665039e+003,4.2707690430e+003,4.1723076172e+003,4.1656411133e+003,4.2312822266e+003,4.1743588867e+003,
9.0062500000e+001,4.1748715820e+003,4.2066665039e+003,4.1830771484e+003,4.1692309570e+003,4.2235898438e+003,4.1820512695e+003,4.2005126953e+003,4.2600000000e+003,4.1846152344e+003,4.2933334961e+003,4.1723076172e+003,4.1676923828e+003,4.2415385742e+003,4.1784614258e+003,
9.0070312500e+001,4.1769228516e+003,4.2020512695e+003,4.1810258789e+003,4.1692309570e+003,4.1866665039e+003,4.1769228516e+003,4.1702563477e+003,4.2220512695e+003,4.1841025391e+003,4.2687177734e+003,4.1743588867e+003,4.1676923828e+003,4.2215385742e+003,4.1723076172e+003,
9.0078125000e+001,4.1820512695e+003,4.1969228516e+003,4.1794873047e+003,4.1697436523e+003,4.1856411133e+003,4.1707690430e+003,4.1620512695e+003,4.2061538086e+003,4.1861538086e+003,4.2482050781e+003,4.1748715820e+003,4.1641025391e+003,4.2153847656e+003,4.1707690430e+003,
9.0085937500e+001,4.1784614258e+003,4.2041025391e+003,4.1800000000e+003,4.1697436523e+003,4.2282050781e+003,4.1753847656e+003,4.2015385742e+003,4.2512822266e+003,4.1861538086e+003,4.2851284180e+003,4.1733334961e+003,4.1646152344e+003,4.2441025391e+003,4.1717949219e+003,
9.0093750000e+001,4.1774360352e+003,4.2097436523e+003,4.1820512695e+003,4.1707690430e+003,4.2261538086e+003,4.1723076172e+003,4.2020512695e+003,4.2574360352e+003,4.1830771484e+003,4.3092309570e+003,4.1738461914e+003,4.1661538086e+003,4.2497436523e+003,4.1728203125e+003,
9.0101562500e+001,4.1794873047e+003,4.2041025391e+003,4.1820512695e+003,4.1692309570e+003,4.2000000000e+003,4.1666665039e+003,4.1682050781e+003,4.2071796875e+003,4.1835898438e+003,4.2820512695e+003,4.1758974609e+003,4.1620512695e+003,4.2353847656e+003,4.1748715820e+003,
9.0109375000e+001,4.1800000000e+003,4.1989741211e+003,4.1805126953e+003,4.1682050781e+003,4.1984614258e+003,4.1717949219e+003,4.1702563477e+003,4.2015385742e+003,4.1866665039e+003,4.2589741211e+003,4.1764101563e+003,4.1641025391e+003,4.2400000000e+003,4.1764101563e+003,
9.0117187500e+001,4.1789741211e+003,4.2015385742e+003,4.1805126953e+003,4.1738461914e+003,4.2030771484e+003,4.1733334961e+003,4.1933334961e+003,4.2441025391e+003,4.1856411133e+003,4.2825639648e+003,4.1758974609e+003,4.1682050781e+003,4.2497436523e+003,4.1728203125e+003,
9.0125000000e+001,4.1774360352e+003,4.2071796875e+003,4.1805126953e+003,4.1743588867e+003,4.2076923828e+003,4.1697436523e+003,4.1948715820e+003,4.2476923828e+003,4.1846152344e+003,4.3000000000e+003,4.1738461914e+003,4.1651284180e+003,4.2461538086e+003,4.1697436523e+003,
9.0132812500e+001,4.1784614258e+003,4.2056411133e+003,4.1820512695e+003,4.1702563477e+003,4.2200000000e+003,4.1707690430e+003,4.1887177734e+003,4.2092309570e+003,4.1856411133e+003,4.2738461914e+003,4.1743588867e+003,4.1630771484e+003,4.2430771484e+003,4.1743588867e+003,
9.0140625000e+001,4.1779487305e+003,4.2000000000e+003,4.1815385742e+003,4.1682050781e+003,4.2246152344e+003,4.1707690430e+003,4.1943588867e+003,4.2097436523e+003,4.1851284180e+003,4.2625639648e+003,4.1758974609e+003,4.1625639648e+003,4.2415385742e+003,4.1743588867e+003,
9.0148437500e+001,4.1774360352e+003,4.2005126953e+003,4.1810258789e+003,4.1692309570e+003,4.2123076172e+003,4.1712822266e+003,4.2010258789e+003,4.2394873047e+003,4.1856411133e+003,4.2815385742e+003,4.1774360352e+003,4.1641025391e+003,4.2415385742e+003,4.1738461914e+003,
9.0156250000e+001,4.1789741211e+003,4.2056411133e+003,4.1810258789e+003,4.1733334961e+003,4.2179487305e+003,4.1774360352e+003,4.2128203125e+003,4.2451284180e+003,4.1866665039e+003,4.3046152344e+003,4.1779487305e+003,4.1661538086e+003,4.2538461914e+003,4.1769228516e+003,
9.0164062500e+001,4.1769228516e+003,4.2051284180e+003,4.1794873047e+003,4.1738461914e+003,4.2358974609e+003,4.1825639648e+003,4.2189741211e+003,4.2297436523e+003,4.1861538086e+003,4.3025639648e+003,4.1743588867e+003,4.1656411133e+003,4.2584614258e+003,4.1764101563e+003,
9.0171875000e+001,4.1774360352e+003,4.2020512695e+003,4.1810258789e+003,4.1717949219e+003,4.2389741211e+003,4.1861538086e+003,4.2107690430e+003,4.2271796875e+003,4.1856411133e+003,4.2774360352e+003,4.1743588867e+003,4.1651284180e+003,4.2538461914e+003,4.1758974609e+003,
9.0179687500e+001,4.1779487305e+003,4.2030771484e+003,4.1835898438e+003,4.1717949219e+003,4.2343588867e+003,4.1841025391e+003,4.2179487305e+003,4.2517949219e+003,4.1861538086e+003,4.2820512695e+003,4.1784614258e+003,4.1625639648e+003,4.2651284180e+003,4.1753847656e+003,
9.0187500000e+001,4.1789741211e+003,4.2015385742e+003,4.1830771484e+003,4.1728203125e+003,4.2323076172e+003,4.1748715820e+003,4.2174360352e+003,4.2523076172e+003,4.1861538086e+003,4.3010258789e+003,4.1748715820e+003,4.1646152344e+003,4.2702563477e+003,4.1748715820e+003,
9.0195312500e+001,4.1794873047e+003,4.2005126953e+003,4.1815385742e+003,4.1697436523e+003,4.2333334961e+003,4.1733334961e+003,4.1943588867e+003,4.2256411133e+003,4.1851284180e+003,4.2892309570e+003,4.1733334961e+003,4.1702563477e+003,4.2605126953e+003,4.1738461914e+003,
9.0203125000e+001,4.1764101563e+003,4.2015385742e+003,4.1815385742e+003,4.1682050781e+003,4.2317949219e+003,4.1825639648e+003,4.1948715820e+003,4.2292309570e+003,4.1851284180e+003,4.2738461914e+003,4.1784614258e+003,4.1671796875e+003,4.2620512695e+003,4.1728203125e+003,
9.0210937500e+001,4.1758974609e+003,4.2005126953e+003,4.1830771484e+003,4.1712822266e+003,4.2374360352e+003,4.1846152344e+003,4.2138461914e+003,4.2476923828e+003,4.1861538086e+003,4.2825639648e+003,4.1789741211e+003,4.1646152344e+003,4.2671796875e+003,4.1728203125e+003,
9.0218750000e+001,4.1794873047e+003,4.2000000000e+003,4.1825639648e+003,4.1707690430e+003,4.2466665039e+003,4.1794873047e+003,4.2123076172e+003,4.2528203125e+003,4.1861538086e+003,4.2794873047e+003,4.1748715820e+003,4.1682050781e+003,4.2635898438e+003,4.1733334961e+003,
9.0226562500e+001,4.1794873047e+003,4.1994873047e+003,4.1820512695e+003,4.1707690430e+003,4.2328203125e+003,4.1810258789e+003,4.1979487305e+003,4.2394873047e+003,4.1861538086e+003,4.2779487305e+003,4.1758974609e+003,4.1697436523e+003,4.2569228516e+003,4.1748715820e+003,
9.0234375000e+001,4.1769228516e+003,4.1953847656e+003,4.1825639648e+003,4.1728203125e+003,4.2241025391e+003,4.1841025391e+003,4.2025639648e+003,4.2210258789e+003,4.1861538086e+003,4.2938461914e+003,4.1748715820e+003,4.1651284180e+003,4.2512822266e+003,4.1676923828e+003,
9.0242187500e+001,4.1774360352e+003,4.1928203125e+003,4.1830771484e+003,4.1707690430e+003,4.2358974609e+003,4.1805126953e+003,4.2087177734e+003,4.2220512695e+003,4.1866665039e+003,4.2774360352e+003,4.1748715820e+003,4.1646152344e+003,4.2461538086e+003,4.1661538086e+003,
9.0250000000e+001,4.1774360352e+003,4.1964101563e+003,4.1830771484e+003,4.1697436523e+003,4.2292309570e+003,4.1733334961e+003,4.1958974609e+003,4.2358974609e+003,4.1861538086e+003,4.2533334961e+003,4.1805126953e+003,4.1666665039e+003,4.2487177734e+003,4.1728203125e+003,
9.0257812500e+001,4.1774360352e+003,4.2000000000e+003,4.1815385742e+003,4.1743588867e+003,4.2148715820e+003,4.1692309570e+003,4.1841025391e+003,4.2358974609e+003,4.1866665039e+003,4.2574360352e+003,4.1794873047e+003,4.1676923828e+003,4.2543588867e+003,4.1758974609e+003,
9.0265625000e+001,4.1841025391e+003,4.1994873047e+003,4.1871796875e+003,4.1748715820e+003,4.2235898438e+003,4.1758974609e+003,4.1861538086e+003,4.2287177734e+003,4.1871796875e+003,4.2682050781e+003,4.1738461914e+003,4.1758974609e+003,4.2492309570e+003,4.1753847656e+003,
9.0273437500e+001,4.1800000000e+003,4.2010258789e+003,4.1856411133e+003,4.1692309570e+003,4.2466665039e+003,4.1825639648e+003,4.2143588867e+003,4.2487177734e+003,4.1851284180e+003,4.2841025391e+003,4.1748715820e+003,4.1692309570e+003,4.2564101563e+003,4.1656411133e+003,
9.0281250000e+001,4.1805126953e+003,4.2030771484e+003,4.1820512695e+003,4.1707690430e+003,4.2317949219e+003,4.1835898438e+003,4.2179487305e+003,4.2476923828e+003,4.1846152344e+003,4.2800000000e+003,4.1789741211e+003,4.1656411133e+003,4.2594873047e+003,4.1687177734e+003,
9.0289062500e+001,4.1851284180e+003,4.1994873047e+003,4.1856411133e+003,4.1738461914e+003,4.2015385742e+003,4.1830771484e+003,4.1897436523e+003,4.2215385742e+003,4.1851284180e+003,4.2666665039e+003,4.1805126953e+003,4.1723076172e+003,4.2456411133e+003,4.1758974609e+003,
9.0296875000e+001,4.1774360352e+003,4.1933334961e+003,4.1861538086e+003,4.1682050781e+003,4.2051284180e+003,4.1820512695e+003,4.1958974609e+003,4.2323076172e+003,4.1846152344e+003,4.2861538086e+003,4.1800000000e+003,4.1676923828e+003,4.2466665039e+003,4.1692309570e+003,
9.0304687500e+001,4.1810258789e+003,4.1907690430e+003,4.1871796875e+003,4.1682050781e+003,4.2107690430e+003,4.1820512695e+003,4.2035898438e+003,4.2317949219e+003,4.1846152344e+003,4.2805126953e+003,4.1825639648e+003,4.1687177734e+003,4.2533334961e+003,4.1743588867e+003,
9.0312500000e+001,4.1810258789e+003,4.1907690430e+003,4.1871796875e+003,4.1682050781e+003,4.2107690430e+003,4.1820512695e+003,4.2035898438e+003,4.2317949219e+003,4.1846152344e+003,4.2805126953e+003,4.1825639648e+003,4.1687177734e+003,4.2533334961e+003,4.1743588867e+003,
9.0320312500e+001,4.1820512695e+003,4.1969228516e+003,4.1800000000e+003,4.1712822266e+003,4.2353847656e+003,4.1820512695e+003,4.2061538086e+003,4.2312822266e+003,4.1851284180e+003,4.2533334961e+003,4.1717949219e+003,4.1692309570e+003,4.2635898438e+003,4.1753847656e+003,
9.0328125000e+001,4.1784614258e+003,4.2015385742e+003,4.1784614258e+003,4.1712822266e+003,4.2528203125e+003,4.1835898438e+003,4.2251284180e+003,4.2497436523e+003,4.1851284180e+003,4.2492309570e+003,4.1692309570e+003,4.1666665039e+003,4.2723076172e+003,4.1733334961e+003,
9.0335937500e+001,4.1805126953e+003,4.1994873047e+003,4.1866665039e+003,4.1717949219e+003,4.2312822266e+003,4.1841025391e+003,4.2292309570e+003,4.2492309570e+003,4.1851284180e+003,4.2430771484e+003,4.1846152344e+003,4.1692309570e+003,4.2635898438e+003,4.1794873047e+003,
9.0343750000e+001,4.1789741211e+003,4.2005126953e+003,4.1820512695e+003,4.1702563477e+003,4.2379487305e+003,4.1830771484e+003,4.2210258789e+003,4.2461538086e+003,4.1851284180e+003,4.2558974609e+003,4.1794873047e+003,4.1676923828e+003,4.2635898438e+003,4.1738461914e+003,
9.0351562500e+001,4.1789741211e+003,4.2010258789e+003,4.1805126953e+003,4.1712822266e+003,4.2492309570e+003,4.1815385742e+003,4.2117949219e+003,4.2430771484e+003,4.1851284180e+003,4.2564101563e+003,4.1728203125e+003,4.1682050781e+003,4.2717949219e+003,4.1723076172e+003,
9.0359375000e+001,4.1784614258e+003,4.2025639648e+003,4.1820512695e+003,4.1687177734e+003,4.2415385742e+003,4.1810258789e+003,4.2205126953e+003,4.2517949219e+003,4.1851284180e+003,4.2394873047e+003,4.1800000000e+003,4.1687177734e+003,4.2774360352e+003,4.1764101563e+003,
9.0367187500e+001,4.1764101563e+003,4.2046152344e+003,4.1820512695e+003,4.1723076172e+003,4.2600000000e+003,4.1810258789e+003,4.2312822266e+003,4.2682050781e+003,4.1851284180e+003,4.2564101563e+003,4.1810258789e+003,4.1682050781e+003,4.2784614258e+003,4.1733334961e+003,
